# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.028	0.258	0.038	0.026
2	0.069	0.121	0.054	0.046
3	0.253	0.535	0.050	0.101
4	0.001	0.012	0.096	0.005
5	0.078	0.370	0.116	0.106
6	0.001	0.000	0.003	0.029
7	0.061	0.053	0.056	0.162
8	0.000	0.000	0.183	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.026	0.000
11	0.129	0.039	0.079	0.011
12	0.232	0.074	0.235	0.118
13	0.101	0.111	0.398	0.270
14	0.065	0.225	0.200	0.044
15	0.008	0.198	0.009	0.013
16	0.000	0.362	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.649	0.000	0.000
19	0.000	0.002	0.000	0.000
20	0.200	0.149	0.098	0.019
21	0.156	0.062	0.228	0.082
22	0.105	0.092	0.165	0.008
23	0.059	0.289	0.017	0.016
24	0.188	0.141	0.084	0.012
25	0.125	0.218	0.038	0.024
26	0.186	0.118	0.026	0.054
27	0.017	0.057	0.156	0.020
28	0.034	0.068	0.033	0.008
29	0.114	0.177	0.100	0.081
30	0.004	0.005	0.131	0.022
31	0.011	0.052	0.026	0.060
32	0.031	0.034	0.162	0.011
33	0.012	0.175	0.068	0.010
34	0.029	0.145	0.085	0.009
35	0.074	0.281	0.085	0.046
36	0.337	0.107	0.067	0.054
37	0.121	0.047	0.069	0.014
38	0.139	0.187	0.048	0.059
39	0.043	0.025	0.015	0.021
40	0.088	0.085	0.024	0.025
41	0.022	0.049	0.012	0.029
42	0.065	0.120	0.066	0.000
43	0.067	0.105	0.141	0.031
44	0.006	0.008	0.015	0.019
45	0.008	0.014	0.075	0.054
46	0.070	0.026	0.026	0.001
47	0.031	0.069	0.020	0.011
48	0.115	0.052	0.157	0.060
49	0.077	0.151	0.152	0.076
50	0.013	0.030	0.027	0.004
51	0.009	0.015	0.010	0.001
52	0.018	0.055	0.163	0.021
53	0.022	0.047	0.022	0.003
54	0.029	0.101	0.036	0.019
