# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.026	0.192	0.133	0.015
2	0.000	0.000	0.263	0.000
3	0.000	0.000	0.000	0.000
4	0.000	0.000	0.476	0.000
5	0.000	0.000	0.269	0.000
6	0.000	0.033	0.195	0.006
7	0.506	0.398	0.035	0.102
8	0.202	0.597	0.106	0.172
9	0.286	0.462	0.037	0.188
10	0.039	0.213	0.236	0.042
11	0.002	0.050	0.017	0.001
12	0.090	0.142	0.226	0.171
13	0.247	0.151	0.248	0.187
14	0.076	0.081	0.357	0.093
15	0.058	0.357	0.180	0.101
16	0.003	0.013	0.048	0.003
17	0.116	0.042	0.070	0.083
18	0.067	0.222	0.198	0.091
19	0.011	0.013	0.000	0.000
20	0.020	0.090	0.078	0.044
21	0.191	0.043	0.213	0.028
22	0.011	0.029	0.175	0.021
23	0.096	0.344	0.070	0.044
24	0.087	0.173	0.063	0.067
25	0.035	0.073	0.043	0.011
26	0.048	0.044	0.115	0.021
27	0.077	0.061	0.045	0.009
28	0.009	0.137	0.129	0.015
29	0.209	0.247	0.039	0.024
30	0.010	0.009	0.010	0.006
31	0.027	0.138	0.063	0.003
32	0.005	0.098	0.049	0.004
33	0.049	0.020	0.017	0.004
34	0.193	0.065	0.077	0.066
35	0.000	0.473	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.080	0.000	0.000
38	0.128	0.188	0.020	0.022
39	0.008	0.053	0.037	0.026
40	0.114	0.053	0.016	0.020
41	0.033	0.058	0.014	0.020
42	0.040	0.016	0.076	0.008
43	0.081	0.181	0.097	0.030
44	0.011	0.004	0.036	0.002
45	0.010	0.028	0.053	0.003
46	0.084	0.031	0.049	0.031
47	0.031	0.212	0.039	0.040
48	0.012	0.116	0.032	0.014
49	0.019	0.204	0.094	0.003
50	0.019	0.003	0.050	0.018
51	0.009	0.007	0.018	0.001
52	0.067	0.028	0.025	0.028
53	0.048	0.091	0.025	0.012
54	0.066	0.092	0.033	0.026
