# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.019	0.037	0.057	0.232
2	0.028	0.037	0.000	0.003
3	0.000	0.011	0.028	0.001
4	0.028	0.005	0.009	0.123
5	0.000	0.109	0.000	0.000
6	0.004	0.056	0.000	0.000
7	0.056	0.008	0.018	0.042
8	0.000	0.083	0.000	0.004
9	0.000	0.061	0.007	0.000
10	0.029	0.103	0.043	0.036
11	0.423	0.001	0.000	0.002
12	0.000	0.591	0.000	0.003
13	0.116	0.064	0.027	0.003
14	0.100	0.172	0.000	0.000
15	0.000	0.001	0.000	0.142
16	0.007	0.004	0.029	0.035
17	0.016	0.098	0.029	0.001
18	0.000	0.498	0.029	0.001
19	0.000	0.018	0.000	0.192
20	0.117	0.008	0.000	0.001
21	0.008	0.098	0.000	0.000
22	0.098	0.008	0.007	0.003
23	0.000	0.036	0.120	0.000
24	0.000	0.007	0.117	0.001
25	0.000	0.098	0.008	0.047
26	0.135	0.009	0.104	0.004
27	0.000	0.010	0.196	0.015
28	0.000	0.091	0.000	0.006
29	0.053	0.000	0.192	0.014
30	0.000	0.001	0.028	0.000
31	0.000	0.000	0.000	0.000
32	0.116	0.069	0.000	0.187
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.000	0.054	0.000
36	0.055	0.049	0.118	0.126
37	0.129	0.536	0.008	0.093
38	0.075	0.712	0.000	0.000
39	0.000	0.002	0.048	0.000
40	0.000	0.002	0.001	0.001
41	0.001	0.001	0.423	0.007
42	0.000	0.034	0.000	0.001
43	0.024	0.422	0.030	0.005
44	0.075	0.000	0.024	0.000
45	0.000	0.001	0.000	0.001
46	0.422	0.116	0.151	0.000
47	0.000	0.422	0.114	0.000
48	0.095	0.004	0.568	0.032
49	0.118	0.585	0.060	0.002
50	0.432	0.018	0.138	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.044	0.000	0.000
