# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.020	0.019	0.069	0.003
2	0.080	0.092	0.088	0.007
3	0.111	0.169	0.067	0.023
4	0.012	0.019	0.038	0.023
5	0.112	0.146	0.253	0.089
6	0.000	0.001	0.017	0.000
7	0.045	0.134	0.052	0.017
8	0.102	0.167	0.114	0.063
9	0.357	0.067	0.069	0.063
10	0.161	0.141	0.148	0.087
11	0.019	0.140	0.034	0.018
12	0.147	0.168	0.142	0.135
13	0.253	0.135	0.265	0.227
14	0.085	0.141	0.416	0.153
15	0.005	0.019	0.130	0.032
16	0.000	0.000	0.194	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.660	0.000
19	0.000	0.000	0.000	0.000
20	0.051	0.131	0.069	0.052
21	0.163	0.136	0.179	0.108
22	0.154	0.084	0.077	0.010
23	0.054	0.087	0.099	0.002
24	0.046	0.146	0.147	0.063
25	0.007	0.099	0.024	0.007
26	0.113	0.081	0.139	0.097
27	0.126	0.123	0.085	0.069
28	0.023	0.076	0.113	0.009
29	0.106	0.152	0.090	0.018
30	0.033	0.006	0.023	0.002
31	0.005	0.004	0.112	0.038
32	0.021	0.137	0.141	0.014
33	0.058	0.125	0.086	0.022
34	0.063	0.009	0.212	0.065
35	0.000	0.301	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.006	0.000	0.000
38	0.026	0.142	0.015	0.102
39	0.022	0.066	0.024	0.005
40	0.059	0.088	0.046	0.004
41	0.007	0.027	0.052	0.001
42	0.081	0.060	0.028	0.004
43	0.067	0.177	0.112	0.055
44	0.022	0.122	0.004	0.008
45	0.021	0.011	0.099	0.034
46	0.073	0.067	0.064	0.015
47	0.129	0.077	0.064	0.016
48	0.079	0.097	0.036	0.043
49	0.066	0.108	0.075	0.031
50	0.034	0.042	0.023	0.010
51	0.000	0.017	0.004	0.001
52	0.014	0.061	0.130	0.031
53	0.032	0.047	0.043	0.017
54	0.042	0.038	0.055	0.020
