# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.098	0.077	0.014	0.015
2	0.063	0.156	0.237	0.041
3	0.480	0.241	0.214	0.209
4	0.010	0.005	0.457	0.017
5	0.135	0.071	0.219	0.113
6	0.070	0.007	0.009	0.003
7	0.015	0.170	0.205	0.045
8	0.000	0.000	0.285	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.040	0.000
11	0.059	0.058	0.067	0.015
12	0.032	0.120	0.081	0.174
13	0.140	0.115	0.137	0.124
14	0.091	0.074	0.090	0.038
15	0.149	0.106	0.106	0.096
16	0.095	0.052	0.107	0.003
17	0.048	0.226	0.018	0.059
18	0.090	0.119	0.109	0.039
19	0.000	0.031	0.013	0.001
20	0.006	0.177	0.060	0.028
21	0.077	0.183	0.083	0.013
22	0.097	0.106	0.059	0.012
23	0.057	0.191	0.077	0.044
24	0.065	0.094	0.034	0.156
25	0.035	0.271	0.094	0.031
26	0.005	0.132	0.014	0.032
27	0.035	0.044	0.014	0.025
28	0.051	0.122	0.004	0.009
29	0.109	0.179	0.111	0.038
30	0.046	0.000	0.018	0.000
31	0.035	0.009	0.056	0.003
32	0.014	0.194	0.019	0.068
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.572	0.000	0.000
36	0.154	0.114	0.045	0.058
37	0.075	0.159	0.018	0.012
38	0.154	0.090	0.040	0.039
39	0.025	0.069	0.140	0.036
40	0.037	0.034	0.105	0.036
41	0.031	0.042	0.043	0.003
42	0.114	0.115	0.029	0.016
43	0.146	0.064	0.141	0.027
44	0.008	0.016	0.050	0.002
45	0.049	0.098	0.126	0.005
46	0.078	0.126	0.104	0.001
47	0.272	0.050	0.028	0.048
48	0.010	0.233	0.076	0.007
49	0.219	0.083	0.074	0.050
50	0.074	0.015	0.126	0.013
51	0.003	0.002	0.089	0.002
52	0.018	0.060	0.109	0.012
53	0.008	0.064	0.031	0.012
54	0.012	0.103	0.030	0.036
