# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.000	0.000	0.000
2	0.021	0.000	0.000	0.000
3	0.000	0.173	0.000	0.246
4	0.000	0.021	0.000	0.246
5	0.000	0.048	0.000	0.000
6	0.000	0.651	0.000	0.001
7	0.000	0.021	0.000	0.001
8	0.021	0.059	0.000	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.014	0.000	0.000
11	0.000	0.000	0.660	0.000
12	0.651	0.059	0.000	0.019
13	0.000	0.014	0.000	0.019
14	0.000	0.000	0.000	0.062
15	0.063	0.651	0.000	0.042
16	0.035	0.019	0.000	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.063	0.000	0.000	0.067
21	0.063	0.073	0.000	0.072
22	0.173	0.073	0.064	0.000
23	0.000	0.021	0.000	0.009
24	0.000	0.000	0.000	0.009
25	0.021	0.075	0.000	0.094
26	0.019	0.000	0.000	0.000
27	0.000	0.000	0.020	0.000
28	0.000	0.014	0.000	0.072
29	0.000	0.021	0.000	0.000
30	0.000	0.000	0.000	0.000
31	0.000	0.000	0.000	0.000
32	0.000	0.651	0.000	0.000
33	0.000	0.000	0.000	0.000
34	0.000	0.063	0.000	0.137
35	0.000	0.080	0.000	0.258
36	0.000	0.041	0.000	0.000
37	0.000	0.000	0.175	0.067
38	0.173	0.651	0.000	0.144
39	0.000	0.000	0.060	0.000
40	0.000	0.000	0.000	0.000
41	0.000	0.000	0.000	0.000
42	0.000	0.824	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.014	0.046	0.020	0.000
46	0.000	0.000	0.192	0.009
47	0.125	0.000	0.202	0.000
48	0.046	0.000	0.783	0.000
49	0.000	0.144	0.047	0.001
50	0.000	0.000	0.017	0.027
51	0.000	0.000	0.000	0.000
52	0.003	0.045	0.000	0.000
53	0.004	0.139	0.075	0.002
54	0.006	0.141	0.451	0.042
