# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.000	0.042	0.000	0.000
2	0.000	0.000	0.000	0.014
3	0.000	0.000	0.000	0.000
4	0.000	0.042	0.000	0.011
5	0.000	0.000	0.000	0.000
6	0.000	0.930	0.000	0.000
7	0.000	0.930	0.000	0.000
8	0.000	0.000	0.000	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.001
12	0.000	0.930	0.000	0.037
13	0.000	0.012	0.016	0.013
14	0.000	0.000	0.000	0.064
15	0.000	0.042	0.000	0.001
16	0.016	0.000	0.042	0.411
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.000	0.000	0.000	0.000
21	0.016	0.000	0.000	0.000
22	0.000	0.000	0.000	0.000
23	0.000	0.000	0.000	0.000
24	0.000	0.000	0.000	0.000
25	0.012	0.042	0.000	0.000
26	0.016	0.000	0.000	0.224
27	0.000	0.000	0.016	0.005
28	0.000	0.000	0.000	0.109
29	0.000	0.000	0.000	0.000
30	0.000	0.930	0.000	0.000
31	0.000	0.000	0.000	0.000
32	0.000	0.000	0.000	0.000
33	0.000	0.930	0.000	0.000
34	0.000	0.042	0.000	0.015
35	0.000	0.000	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.000	0.000	0.000
38	0.000	0.012	0.000	0.000
39	0.000	0.000	0.000	0.000
40	0.000	0.000	0.000	0.019
41	0.000	0.000	0.000	0.000
42	0.000	0.012	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.012	0.000	0.000
45	0.000	0.000	0.930	0.012
46	0.000	0.000	0.012	0.038
47	0.000	0.000	0.000	0.152
48	0.000	0.016	0.037	0.000
49	0.930	0.016	0.000	0.000
50	0.000	0.000	0.000	0.001
51	0.000	0.000	0.000	0.000
52	0.000	0.946	0.037	0.000
53	0.000	0.000	0.614	0.013
54	0.000	0.004	0.771	0.024
