# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.052	0.039	0.017	0.009
2	0.086	0.136	0.046	0.026
3	0.209	0.027	0.123	0.159
4	0.103	0.035	0.118	0.128
5	0.101	0.075	0.047	0.046
6	0.008	0.051	0.058	0.013
7	0.017	0.063	0.295	0.044
8	0.304	0.071	0.049	0.188
9	0.134	0.131	0.061	0.025
10	0.168	0.193	0.195	0.036
11	0.042	0.109	0.209	0.008
12	0.174	0.013	0.169	0.051
13	0.068	0.303	0.037	0.022
14	0.074	0.334	0.071	0.099
15	0.122	0.128	0.209	0.118
16	0.061	0.118	0.044	0.057
17	0.006	0.007	0.183	0.057
18	0.007	0.094	0.168	0.098
19	0.001	0.001	0.006	0.034
20	0.011	0.007	0.148	0.022
21	0.039	0.048	0.167	0.048
22	0.165	0.018	0.018	0.071
23	0.021	0.028	0.137	0.070
24	0.014	0.047	0.126	0.063
25	0.038	0.176	0.016	0.027
26	0.005	0.017	0.131	0.043
27	0.060	0.015	0.024	0.005
28	0.024	0.142	0.101	0.004
29	0.088	0.087	0.082	0.059
30	0.004	0.171	0.015	0.007
31	0.048	0.019	0.020	0.007
32	0.023	0.113	0.014	0.027
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.000	0.154	0.000
36	0.142	0.155	0.073	0.108
37	0.056	0.008	0.015	0.003
38	0.080	0.018	0.027	0.065
39	0.162	0.034	0.155	0.013
40	0.112	0.165	0.242	0.006
41	0.030	0.117	0.057	0.021
42	0.000	0.172	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.026	0.000	0.000
45	0.011	0.125	0.073	0.085
46	0.098	0.037	0.302	0.043
47	0.062	0.064	0.210	0.047
48	0.056	0.243	0.045	0.011
49	0.025	0.157	0.393	0.064
50	0.148	0.046	0.399	0.049
51	0.000	0.039	0.015	0.023
52	0.012	0.142	0.145	0.096
53	0.007	0.097	0.031	0.012
54	0.011	0.108	0.064	0.021
