# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.003	0.039	0.069	0.000
2	0.005	0.030	0.014	0.051
3	0.026	0.019	0.104	0.018
4	0.016	0.007	0.080	0.057
5	0.025	0.141	0.122	0.022
6	0.047	0.243	0.020	0.047
7	0.277	0.075	0.174	0.083
8	0.126	0.196	0.162	0.067
9	0.191	0.293	0.081	0.094
10	0.069	0.044	0.072	0.017
11	0.064	0.006	0.095	0.004
12	0.211	0.160	0.138	0.273
13	0.453	0.135	0.129	0.252
14	0.522	0.252	0.034	0.269
15	0.053	0.076	0.438	0.135
16	0.058	0.228	0.075	0.005
17	0.000	0.000	0.514	0.000
18	0.000	0.000	0.000	0.000
19	0.000	0.000	0.000	0.000
20	0.285	0.097	0.091	0.022
21	0.040	0.185	0.064	0.041
22	0.057	0.098	0.060	0.018
23	0.051	0.115	0.182	0.010
24	0.099	0.054	0.329	0.044
25	0.081	0.116	0.013	0.009
26	0.065	0.069	0.341	0.010
27	0.036	0.027	0.061	0.147
28	0.036	0.015	0.038	0.002
29	0.145	0.168	0.104	0.117
30	0.000	0.004	0.011	0.001
31	0.036	0.020	0.238	0.003
32	0.030	0.025	0.190	0.012
33	0.068	0.050	0.017	0.015
34	0.107	0.066	0.131	0.093
35	0.000	0.564	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.121	0.000	0.000
38	0.136	0.129	0.003	0.048
39	0.001	0.038	0.011	0.000
40	0.001	0.000	0.004	0.000
41	0.000	0.002	0.001	0.003
42	0.000	0.000	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.001	0.000	0.000
45	0.005	0.001	0.000	0.000
46	0.000	0.000	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.000	0.000	0.000
49	0.000	0.033	0.000	0.000
50	0.000	0.030	0.000	0.000
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.006	0.000
53	0.000	0.000	0.011	0.000
54	0.000	0.000	0.002	0.000
