# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.044	0.089	0.130	0.041
2	0.010	0.261	0.066	0.002
3	0.199	0.434	0.031	0.250
4	0.083	0.151	0.205	0.207
5	0.000	0.000	0.124	0.000
6	0.000	0.000	0.339	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.466	0.000
9	0.112	0.031	0.365	0.081
10	0.019	0.150	0.070	0.033
11	0.027	0.087	0.150	0.038
12	0.051	0.178	0.268	0.093
13	0.352	0.143	0.203	0.121
14	0.108	0.138	0.185	0.062
15	0.198	0.119	0.174	0.035
16	0.009	0.081	0.114	0.141
17	0.238	0.051	0.081	0.065
18	0.150	0.247	0.234	0.036
19	0.033	0.007	0.111	0.005
20	0.013	0.190	0.058	0.026
21	0.100	0.156	0.037	0.064
22	0.110	0.009	0.235	0.018
23	0.140	0.246	0.019	0.064
24	0.098	0.167	0.030	0.027
25	0.057	0.136	0.206	0.031
26	0.056	0.271	0.130	0.020
27	0.156	0.012	0.032	0.047
28	0.040	0.118	0.157	0.026
29	0.009	0.180	0.014	0.042
30	0.011	0.014	0.074	0.007
31	0.007	0.127	0.051	0.024
32	0.049	0.058	0.107	0.019
33	0.000	0.000	0.000	0.000
34	0.000	0.000	0.000	0.000
35	0.000	0.632	0.000	0.000
36	0.097	0.429	0.162	0.145
37	0.015	0.177	0.082	0.001
38	0.119	0.134	0.149	0.172
39	0.000	0.012	0.082	0.002
40	0.001	0.008	0.001	0.000
41	0.000	0.000	0.003	0.000
42	0.000	0.000	0.007	0.000
43	0.000	0.006	0.000	0.000
44	0.006	0.008	0.001	0.000
45	0.000	0.010	0.001	0.000
46	0.000	0.001	0.000	0.000
47	0.000	0.000	0.001	0.000
48	0.000	0.000	0.002	0.000
49	0.000	0.001	0.000	0.000
50	0.000	0.000	0.001	0.000
51	0.000	0.001	0.001	0.000
52	0.001	0.007	0.000	0.000
53	0.000	0.000	0.002	0.000
54	0.000	0.001	0.004	0.002
