# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.023	0.079	0.029	0.011
2	0.036	0.089	0.031	0.004
3	0.600	0.248	0.036	0.324
4	0.321	0.249	0.083	0.137
5	0.000	0.000	0.146	0.000
6	0.000	0.000	0.238	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.656	0.000
9	0.177	0.096	0.095	0.028
10	0.302	0.168	0.135	0.054
11	0.039	0.058	0.022	0.008
12	0.202	0.137	0.151	0.055
13	0.069	0.093	0.250	0.086
14	0.135	0.092	0.212	0.086
15	0.200	0.111	0.405	0.125
16	0.007	0.025	0.030	0.001
17	0.048	0.091	0.077	0.056
18	0.028	0.039	0.123	0.103
19	0.007	0.082	0.053	0.007
20	0.034	0.017	0.141	0.008
21	0.024	0.012	0.046	0.013
22	0.006	0.025	0.088	0.010
23	0.124	0.136	0.131	0.013
24	0.018	0.067	0.192	0.014
25	0.115	0.025	0.067	0.002
26	0.068	0.099	0.112	0.010
27	0.075	0.081	0.017	0.229
28	0.007	0.038	0.019	0.008
29	0.049	0.110	0.155	0.148
30	0.013	0.001	0.033	0.002
31	0.030	0.079	0.011	0.027
32	0.016	0.013	0.039	0.007
33	0.077	0.044	0.049	0.002
34	0.012	0.072	0.191	0.039
35	0.136	0.054	0.155	0.115
36	0.055	0.064	0.050	0.055
37	0.004	0.178	0.079	0.012
38	0.078	0.194	0.205	0.021
39	0.091	0.035	0.040	0.009
40	0.050	0.067	0.121	0.006
41	0.007	0.109	0.138	0.029
42	0.000	0.271	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.055	0.000	0.000
45	0.057	0.032	0.070	0.023
46	0.226	0.062	0.045	0.018
47	0.074	0.150	0.127	0.036
48	0.077	0.236	0.052	0.008
49	0.074	0.085	0.088	0.048
50	0.042	0.088	0.265	0.024
51	0.031	0.074	0.025	0.001
52	0.064	0.075	0.139	0.020
53	0.030	0.042	0.020	0.009
54	0.031	0.064	0.026	0.016
