# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.009	0.124	0.036	0.015
2	0.065	0.084	0.020	0.005
3	0.362	0.301	0.160	0.231
4	0.044	0.019	0.100	0.009
5	0.139	0.096	0.455	0.091
6	0.002	0.043	0.074	0.002
7	0.053	0.266	0.096	0.084
8	0.000	0.000	0.291	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.369	0.000
11	0.047	0.166	0.055	0.000
12	0.000	0.361	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.388	0.000	0.000
15	0.151	0.184	0.204	0.119
16	0.010	0.059	0.040	0.002
17	0.108	0.113	0.348	0.194
18	0.089	0.085	0.354	0.174
19	0.000	0.038	0.003	0.004
20	0.056	0.052	0.189	0.017
21	0.081	0.087	0.192	0.088
22	0.110	0.045	0.112	0.066
23	0.008	0.199	0.094	0.039
24	0.124	0.104	0.036	0.053
25	0.210	0.139	0.170	0.097
26	0.016	0.104	0.109	0.045
27	0.009	0.062	0.093	0.034
28	0.095	0.028	0.013	0.026
29	0.039	0.129	0.124	0.087
30	0.003	0.034	0.003	0.001
31	0.146	0.051	0.030	0.004
32	0.097	0.070	0.134	0.012
33	0.132	0.017	0.213	0.033
34	0.091	0.075	0.184	0.043
35	0.131	0.076	0.196	0.196
36	0.122	0.074	0.142	0.170
37	0.079	0.149	0.134	0.011
38	0.083	0.133	0.125	0.162
39	0.064	0.071	0.095	0.034
40	0.022	0.131	0.142	0.016
41	0.062	0.070	0.064	0.008
42	0.042	0.200	0.094	0.010
43	0.229	0.129	0.047	0.013
44	0.003	0.001	0.037	0.013
45	0.001	0.030	0.034	0.015
46	0.100	0.017	0.030	0.070
47	0.032	0.127	0.106	0.048
48	0.152	0.143	0.106	0.042
49	0.027	0.063	0.194	0.051
50	0.027	0.088	0.020	0.015
51	0.005	0.045	0.071	0.005
52	0.019	0.097	0.022	0.012
53	0.030	0.041	0.080	0.024
54	0.045	0.064	0.087	0.031
