# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.001	0.000	0.001	0.037
2	0.007	0.015	0.003	0.023
3	0.001	0.012	0.006	0.004
4	0.014	0.012	0.000	0.014
5	0.032	0.004	0.008	0.003
6	0.152	0.009	0.037	0.008
7	0.022	0.036	0.177	0.019
8	0.177	0.018	0.030	0.022
9	0.000	0.000	0.096	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.005	0.000
12	0.235	0.073	0.362	0.089
13	0.150	0.437	0.257	0.209
14	0.079	0.201	0.196	0.272
15	0.076	0.342	0.058	0.024
16	0.063	0.062	0.273	0.001
17	0.120	0.047	0.318	0.220
18	0.122	0.099	0.154	0.088
19	0.000	0.087	0.000	0.000
20	0.000	0.520	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.777	0.000	0.000
23	0.000	0.009	0.000	0.000
24	0.007	0.020	0.001	0.024
25	0.275	0.013	0.034	0.134
26	0.038	0.048	0.036	0.004
27	0.002	0.067	0.014	0.120
28	0.024	0.041	0.061	0.009
29	0.029	0.032	0.177	0.012
30	0.029	0.206	0.026	0.000
31	0.000	0.006	0.027	0.011
32	0.009	0.008	0.020	0.000
33	0.003	0.000	0.190	0.008
34	0.024	0.123	0.046	0.096
35	0.018	0.156	0.042	0.075
36	0.015	0.031	0.005	0.041
37	0.103	0.161	0.287	0.009
38	0.259	0.028	0.260	0.021
39	0.000	0.016	0.021	0.001
40	0.001	0.019	0.036	0.002
41	0.010	0.001	0.016	0.005
42	0.001	0.003	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.000	0.000	0.000
45	0.000	0.000	0.151	0.001
46	0.000	0.003	0.000	0.000
47	0.000	0.001	0.000	0.000
48	0.000	0.000	0.000	0.000
49	0.000	0.000	0.000	0.000
50	0.000	0.000	0.000	0.002
51	0.000	0.012	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.000	0.000
54	0.000	0.003	0.000	0.001
