# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.024	0.019	0.071	0.002
2	0.150	0.079	0.018	0.065
3	0.185	0.359	0.046	0.132
4	0.013	0.111	0.112	0.006
5	0.029	0.113	0.100	0.027
6	0.085	0.006	0.088	0.003
7	0.225	0.099	0.073	0.098
8	0.000	0.000	0.171	0.000
9	0.000	0.000	0.000	0.000
10	0.000	0.000	0.020	0.000
11	0.220	0.048	0.041	0.050
12	0.065	0.471	0.067	0.020
13	0.045	0.239	0.062	0.020
14	0.034	0.059	0.085	0.200
15	0.222	0.069	0.046	0.086
16	0.050	0.047	0.023	0.062
17	0.046	0.138	0.068	0.147
18	0.076	0.108	0.040	0.133
19	0.023	0.016	0.007	0.000
20	0.093	0.044	0.036	0.013
21	0.006	0.030	0.051	0.044
22	0.031	0.039	0.041	0.014
23	0.162	0.176	0.124	0.020
24	0.022	0.050	0.192	0.080
25	0.123	0.116	0.055	0.038
26	0.059	0.027	0.150	0.097
27	0.011	0.027	0.087	0.002
28	0.021	0.042	0.046	0.014
29	0.077	0.312	0.068	0.023
30	0.002	0.007	0.261	0.000
31	0.006	0.018	0.007	0.051
32	0.008	0.012	0.033	0.003
33	0.018	0.249	0.073	0.032
34	0.028	0.096	0.044	0.062
35	0.072	0.019	0.025	0.132
36	0.019	0.294	0.022	0.135
37	0.076	0.109	0.045	0.135
38	0.192	0.095	0.050	0.033
39	0.052	0.030	0.020	0.004
40	0.056	0.015	0.013	0.036
41	0.029	0.058	0.180	0.024
42	0.076	0.202	0.023	0.009
43	0.128	0.132	0.044	0.063
44	0.002	0.013	0.042	0.002
45	0.009	0.015	0.033	0.085
46	0.144	0.065	0.070	0.023
47	0.114	0.172	0.148	0.037
48	0.061	0.037	0.048	0.038
49	0.218	0.125	0.116	0.036
50	0.147	0.005	0.065	0.052
51	0.000	0.000	0.000	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.044	0.000	0.000
54	0.000	0.070	0.000	0.000
