# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.003	0.028	0.040	0.023
2	0.030	0.001	0.042	0.001
3	0.048	0.108	0.041	0.022
4	0.046	0.035	0.050	0.020
5	0.107	0.070	0.036	0.047
6	0.021	0.038	0.076	0.139
7	0.056	0.278	0.129	0.075
8	0.101	0.329	0.043	0.228
9	0.155	0.187	0.143	0.022
10	0.154	0.144	0.260	0.373
11	0.030	0.049	0.065	0.013
12	0.000	0.000	0.323	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.000	0.433	0.000
15	0.124	0.424	0.097	0.083
16	0.023	0.025	0.139	0.011
17	0.177	0.283	0.210	0.271
18	0.278	0.262	0.157	0.194
19	0.000	0.045	0.000	0.000
20	0.000	0.282	0.000	0.000
21	0.000	0.000	0.000	0.000
22	0.000	0.526	0.000	0.000
23	0.000	0.085	0.000	0.000
24	0.021	0.279	0.001	0.000
25	0.030	0.088	0.231	0.173
26	0.018	0.323	0.085	0.013
27	0.023	0.214	0.057	0.053
28	0.081	0.088	0.027	0.020
29	0.054	0.156	0.031	0.012
30	0.005	0.002	0.022	0.025
31	0.045	0.040	0.016	0.011
32	0.027	0.118	0.011	0.015
33	0.014	0.046	0.009	0.004
34	0.183	0.236	0.085	0.058
35	0.260	0.281	0.054	0.090
36	0.110	0.222	0.092	0.035
37	0.089	0.105	0.127	0.011
38	0.145	0.217	0.062	0.255
39	0.020	0.002	0.058	0.001
40	0.002	0.000	0.058	0.000
41	0.001	0.000	0.033	0.000
42	0.000	0.000	0.001	0.000
43	0.000	0.000	0.000	0.000
44	0.000	0.003	0.000	0.000
45	0.000	0.000	0.002	0.000
46	0.000	0.017	0.000	0.000
47	0.000	0.000	0.000	0.000
48	0.000	0.004	0.000	0.000
49	0.000	0.001	0.000	0.000
50	0.000	0.000	0.001	0.000
51	0.000	0.000	0.002	0.000
52	0.000	0.000	0.000	0.000
53	0.000	0.000	0.002	0.001
54	0.000	0.001	0.008	0.001
