# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.018	0.024	0.038	0.014
2	0.026	0.116	0.090	0.003
3	0.166	0.085	0.140	0.054
4	0.033	0.030	0.154	0.016
5	0.167	0.179	0.096	0.046
6	0.000	0.004	0.035	0.019
7	0.080	0.105	0.087	0.073
8	0.176	0.066	0.228	0.031
9	0.097	0.106	0.073	0.137
10	0.248	0.194	0.065	0.065
11	0.048	0.068	0.019	0.010
12	0.128	0.125	0.199	0.185
13	0.176	0.172	0.251	0.200
14	0.065	0.182	0.150	0.146
15	0.015	0.041	0.175	0.007
16	0.000	0.000	0.167	0.000
17	0.000	0.000	0.000	0.000
18	0.000	0.000	0.672	0.000
19	0.000	0.000	0.001	0.000
20	0.047	0.182	0.160	0.024
21	0.113	0.288	0.098	0.051
22	0.060	0.091	0.129	0.034
23	0.025	0.125	0.045	0.048
24	0.142	0.097	0.114	0.052
25	0.031	0.080	0.045	0.003
26	0.067	0.290	0.101	0.050
27	0.074	0.101	0.058	0.065
28	0.004	0.132	0.019	0.012
29	0.122	0.222	0.148	0.063
30	0.052	0.008	0.014	0.067
31	0.141	0.046	0.040	0.043
32	0.103	0.013	0.104	0.020
33	0.000	0.280	0.000	0.000
34	0.000	0.197	0.000	0.000
35	0.000	0.000	0.000	0.000
36	0.000	0.373	0.000	0.000
37	0.000	0.152	0.000	0.000
38	0.054	0.120	0.099	0.127
39	0.017	0.025	0.099	0.027
40	0.021	0.055	0.134	0.053
41	0.082	0.009	0.097	0.003
42	0.008	0.063	0.077	0.009
43	0.075	0.043	0.144	0.064
44	0.018	0.085	0.012	0.001
45	0.014	0.149	0.020	0.029
46	0.025	0.080	0.092	0.007
47	0.153	0.035	0.185	0.028
48	0.059	0.098	0.075	0.059
49	0.093	0.191	0.089	0.011
50	0.013	0.029	0.074	0.008
51	0.002	0.020	0.015	0.013
52	0.032	0.071	0.054	0.014
53	0.036	0.075	0.068	0.014
54	0.044	0.084	0.116	0.021
