# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.063	0.033	0.010	0.006
2	0.016	0.025	0.122	0.025
3	0.048	0.108	0.289	0.131
4	0.017	0.011	0.041	0.007
5	0.113	0.102	0.406	0.034
6	0.013	0.005	0.051	0.006
7	0.282	0.284	0.105	0.213
8	0.359	0.358	0.104	0.144
9	0.000	0.000	0.158	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.000	0.000
12	0.008	0.038	0.225	0.104
13	0.149	0.086	0.341	0.208
14	0.127	0.179	0.234	0.155
15	0.197	0.213	0.124	0.029
16	0.014	0.056	0.071	0.018
17	0.205	0.189	0.189	0.090
18	0.186	0.193	0.272	0.093
19	0.010	0.014	0.035	0.003
20	0.047	0.046	0.073	0.044
21	0.073	0.044	0.245	0.015
22	0.011	0.021	0.143	0.018
23	0.095	0.209	0.075	0.029
24	0.052	0.281	0.165	0.016
25	0.007	0.021	0.012	0.013
26	0.086	0.235	0.145	0.083
27	0.112	0.051	0.077	0.046
28	0.020	0.140	0.058	0.004
29	0.261	0.092	0.115	0.061
30	0.004	0.006	0.022	0.007
31	0.080	0.031	0.074	0.018
32	0.007	0.042	0.087	0.012
33	0.017	0.098	0.075	0.009
34	0.085	0.212	0.281	0.074
35	0.000	0.674	0.000	0.000
36	0.000	0.000	0.000	0.000
37	0.000	0.096	0.000	0.000
38	0.056	0.231	0.002	0.062
39	0.085	0.037	0.004	0.066
40	0.033	0.021	0.183	0.003
41	0.028	0.096	0.016	0.007
42	0.031	0.065	0.064	0.024
43	0.088	0.343	0.158	0.011
44	0.047	0.007	0.005	0.011
45	0.002	0.006	0.084	0.004
46	0.035	0.082	0.173	0.011
47	0.080	0.170	0.036	0.036
48	0.021	0.123	0.035	0.010
49	0.014	0.234	0.064	0.041
50	0.010	0.022	0.050	0.003
51	0.002	0.039	0.020	0.001
52	0.045	0.070	0.084	0.013
53	0.024	0.044	0.053	0.012
54	0.024	0.088	0.054	0.011
