# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.023	0.032	0.022	0.011
2	0.018	0.062	0.073	0.007
3	0.063	0.248	0.388	0.123
4	0.005	0.022	0.085	0.018
5	0.239	0.065	0.379	0.032
6	0.012	0.027	0.020	0.008
7	0.241	0.316	0.044	0.115
8	0.319	0.209	0.116	0.343
9	0.000	0.000	0.409	0.000
10	0.000	0.000	0.000	0.000
11	0.000	0.000	0.003	0.000
12	0.000	0.151	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.505	0.000	0.000
15	0.192	0.097	0.349	0.135
16	0.013	0.057	0.005	0.012
17	0.276	0.169	0.338	0.068
18	0.141	0.093	0.379	0.114
19	0.003	0.052	0.016	0.044
20	0.152	0.113	0.067	0.014
21	0.088	0.158	0.126	0.044
22	0.046	0.057	0.111	0.045
23	0.034	0.208	0.116	0.038
24	0.097	0.184	0.040	0.055
25	0.052	0.010	0.242	0.025
26	0.041	0.126	0.183	0.036
27	0.071	0.037	0.048	0.026
28	0.014	0.202	0.030	0.012
29	0.140	0.193	0.107	0.088
30	0.000	0.050	0.130	0.002
31	0.036	0.111	0.089	0.024
32	0.035	0.106	0.112	0.003
33	0.046	0.032	0.254	0.037
34	0.172	0.107	0.082	0.048
35	0.137	0.110	0.335	0.095
36	0.131	0.076	0.363	0.121
37	0.173	0.029	0.041	0.071
38	0.174	0.138	0.164	0.059
39	0.018	0.017	0.044	0.066
40	0.031	0.034	0.058	0.045
41	0.049	0.042	0.028	0.006
42	0.035	0.011	0.076	0.009
43	0.112	0.111	0.254	0.039
44	0.003	0.023	0.002	0.003
45	0.014	0.004	0.013	0.006
46	0.072	0.070	0.071	0.052
47	0.127	0.022	0.018	0.072
48	0.031	0.105	0.326	0.052
49	0.124	0.037	0.059	0.018
50	0.005	0.024	0.020	0.008
51	0.012	0.020	0.005	0.004
52	0.037	0.039	0.027	0.008
53	0.027	0.114	0.022	0.024
54	0.046	0.056	0.045	0.030
