# NodeIndex	Triplet	K-Node1	Node2-K	Intercept
1	0.015	0.163	0.004	0.002
2	0.064	0.079	0.011	0.062
3	0.222	0.513	0.042	0.178
4	0.025	0.306	0.127	0.030
5	0.000	0.000	0.165	0.000
6	0.000	0.000	0.228	0.000
7	0.000	0.000	0.000	0.000
8	0.000	0.000	0.571	0.000
9	0.122	0.271	0.327	0.052
10	0.029	0.109	0.418	0.045
11	0.020	0.186	0.036	0.037
12	0.000	0.426	0.000	0.000
13	0.000	0.000	0.000	0.000
14	0.000	0.329	0.000	0.000
15	0.141	0.038	0.399	0.117
16	0.002	0.053	0.032	0.007
17	0.182	0.086	0.398	0.058
18	0.240	0.111	0.375	0.095
19	0.002	0.022	0.056	0.000
20	0.069	0.129	0.088	0.031
21	0.070	0.111	0.344	0.099
22	0.014	0.101	0.290	0.046
23	0.111	0.281	0.139	0.055
24	0.222	0.154	0.248	0.092
25	0.040	0.143	0.134	0.003
26	0.057	0.208	0.041	0.018
27	0.120	0.047	0.064	0.061
28	0.059	0.096	0.156	0.028
29	0.105	0.210	0.153	0.023
30	0.001	0.019	0.044	0.001
31	0.012	0.067	0.068	0.004
32	0.038	0.020	0.039	0.036
33	0.043	0.113	0.030	0.004
34	0.215	0.086	0.193	0.080
35	0.398	0.097	0.251	0.246
36	0.164	0.206	0.163	0.143
37	0.055	0.082	0.037	0.004
38	0.139	0.151	0.211	0.171
39	0.004	0.010	0.029	0.001
40	0.001	0.007	0.001	0.001
41	0.001	0.001	0.000	0.000
42	0.000	0.003	0.000	0.000
43	0.000	0.000	0.000	0.000
44	0.004	0.001	0.000	0.000
45	0.000	0.004	0.000	0.000
46	0.001	0.000	0.004	0.000
47	0.000	0.001	0.000	0.001
48	0.000	0.000	0.000	0.000
49	0.000	0.005	0.000	0.000
50	0.000	0.001	0.000	0.000
51	0.001	0.000	0.000	0.000
52	0.003	0.001	0.000	0.000
53	0.000	0.001	0.000	0.000
54	0.000	0.001	0.002	0.000
